displayName,joined,points,tier,totalBronzeMedals,totalGoldMedals,totalMedals,totalSilverMedals
Young,2017-04-21T14:46:32.413Z,2661.0,expert,1,0,2,1
Jesse Burström,2013-11-14T09:36:43.117Z,2655.0,expert,2,0,5,3
Landry Mukonde,2017-05-19T10:19:16.04Z,2655.0,expert,2,0,2,0
Tazhoo Deen,2014-11-21T09:50:44.61Z,2654.0,expert,2,0,3,1
Prakhar Jaiswal,2015-01-08T04:58:04.847Z,2654.0,expert,2,0,3,1
A_slechten,2016-03-14T00:37:15.797Z,2650.0,expert,1,0,2,1
Harun Gunaydin,2015-04-24T20:35:55.497Z,2647.0,expert,1,0,2,1
alexandre,2015-02-19T11:22:55.607Z,2645.0,expert,0,0,2,2
Canoe,2012-12-13T04:34:46.41Z,2642.0,expert,1,0,2,1
LeGeN,2015-09-15T10:21:33.017Z,2642.0,expert,2,0,3,1
olegpolivin,2016-03-15T11:19:57.117Z,2641.0,expert,0,0,2,2
air,2015-02-19T01:32:15.027Z,2636.0,expert,2,0,4,2
Experto,2013-12-04T14:29:02.87Z,2635.0,expert,2,0,2,0
Rajag,2011-02-02T23:42:12Z,2631.0,expert,2,1,3,0
Christophe Bourguignat,2012-06-10T10:23:05.853Z,2626.0,master,3,2,9,4
snts,2012-11-25T15:56:47.803Z,2626.0,expert,2,0,3,1
DenisVorotyntsev,2017-03-15T19:19:10.763Z,2625.0,expert,2,0,2,0
MichelJ,2013-05-08T11:52:23.807Z,2622.0,expert,3,0,5,2
paulperry,2013-03-29T17:24:55.05Z,2620.0,expert,5,1,7,1
Trent,2013-11-24T04:39:05.643Z,2620.0,expert,2,0,6,4
Kumaresh,2012-08-02T11:16:06.393Z,2615.0,expert,4,0,7,3
RunningZ,2015-09-26T05:15:12.567Z,2614.0,expert,2,0,3,1
virtuoso,2015-12-22T09:36:53.877Z,2613.0,expert,0,0,2,2
mymo,2013-07-28T15:05:44.52Z,2611.0,master,0,1,7,6
TheKeymaker,2014-09-07T17:41:53.487Z,2606.0,expert,2,1,3,0
Gian12,2016-04-18T09:21:46.89Z,2605.0,expert,2,0,2,0
Nitai Dean,2012-06-20T19:49:34.187Z,2603.0,master,0,1,7,6
YifanTian,2016-07-02T17:56:31.337Z,2602.0,expert,2,0,3,1
AdeB,2012-09-15T10:08:37.457Z,2599.0,master,1,2,4,1
bigzhao,2017-07-31T14:27:36.447Z,2597.0,expert,1,0,2,1
Chia-Hao,2015-10-12T23:48:53.34Z,2594.0,expert,1,0,2,1
Anvar Kodirov,2016-10-25T18:01:33.477Z,2594.0,expert,1,0,2,1
João N. Laia,2013-05-31T19:51:53.87Z,2593.0,expert,0,1,2,1
Ankit Kulshreshtha,2016-01-12T07:52:26.67Z,2591.0,expert,0,0,2,2
Andrey Bessalov,2012-05-11T06:48:15.057Z,2588.0,expert,1,0,2,1
Maineiac,2013-06-23T19:42:15.153Z,2579.0,master,4,1,8,3
kyv,2016-02-16T20:42:44.433Z,2579.0,expert,0,0,3,3
YetiMan,2011-11-21T04:51:28.03Z,2576.0,master,3,2,7,2
Aileen,2016-12-08T06:07:19.967Z,2574.0,expert,1,0,2,1
Attitude ,2016-12-21T04:24:26.29Z,2574.0,expert,2,0,2,0
Dmitry Bolkunov,2013-03-10T19:18:09.083Z,2569.0,expert,1,0,5,4
ulebok (Михаеску Глеб),2016-09-21T15:02:58.217Z,2569.0,expert,1,0,3,2
kianicky,2017-06-27T13:10:15.643Z,2566.0,expert,0,0,2,2
Arto,2015-03-25T19:58:44.027Z,2564.0,master,1,1,3,1
amadei,2013-05-28T05:46:45.74Z,2563.0,expert,1,0,2,1
Pascal Hulot,2016-06-11T17:29:23.477Z,2560.0,expert,0,0,2,2
Xun Qiu,2015-12-05T00:38:34.05Z,2559.0,expert,0,0,2,2
RobC,2013-06-08T02:13:34.06Z,2558.0,master,0,3,3,0
Gonçalo Abreu,2015-06-04T15:52:57.08Z,2558.0,expert,1,0,2,1
Ryan Feather,2010-05-11T15:07:18Z,2557.0,expert,1,0,3,2
Jure Zbontar,2010-05-19T12:47:01Z,2556.0,master,0,4,8,4
centsoft,2014-03-04T20:39:39.077Z,2554.0,expert,5,0,5,0
Abhishek,2017-04-22T21:44:37.837Z,2554.0,expert,1,0,3,2
Attila Balogh,2012-12-13T15:07:08.533Z,2553.0,master,2,2,6,2
Olexandr Topchylo,2012-03-18T23:03:00.243Z,2552.0,grandmaster,2,5,12,5
Zhixing Wang,2017-08-06T01:48:25.043Z,2546.0,expert,2,0,2,0
longdonjack,2016-02-15T07:03:37.48Z,2543.0,expert,2,0,3,1
citynight,2013-05-08T03:55:06.137Z,2538.0,expert,1,1,3,1
Arkadeep Adhikari,2015-07-21T04:53:32.747Z,2535.0,expert,3,0,3,0
infinitezxc,2014-04-20T03:12:37.923Z,2534.0,master,0,1,4,3
RVK,2015-09-14T06:07:09.497Z,2532.0,expert,1,0,2,1
Valyou,2016-09-15T23:55:16.21Z,2529.0,expert,1,0,2,1
fantasycheng,2015-10-26T05:46:22.963Z,2527.0,expert,0,0,3,3
Bruce Tilton,2010-08-26T01:37:04Z,2526.0,expert,2,0,3,1
Jeff Delaney,2016-06-07T22:51:27.153Z,2525.0,expert,2,0,2,0
john,2013-12-10T10:17:08.107Z,2522.0,expert,1,0,2,1
Ankit Rathi,2014-06-07T05:42:24.197Z,2522.0,expert,2,0,3,1
Ilya Nekhay,2013-08-08T15:24:05.993Z,2516.0,expert,0,0,2,2
Ivan Liu,2014-06-20T06:57:16.183Z,2515.0,expert,1,0,3,2
Steve Armtrong,2013-06-08T13:36:39.283Z,2512.0,expert,1,0,3,2
redbeans_pastry,2015-11-10T14:32:55.887Z,2512.0,expert,3,0,3,0
zcistkidd,2017-05-12T17:38:19.617Z,2507.0,expert,2,0,2,0
Michael Icaza,2017-01-14T00:58:18.097Z,2505.0,expert,2,0,2,0
Jan Kaczmarczyk,2017-02-20T16:48:55.743Z,2504.0,expert,1,0,2,1
James Petterson,2010-12-23T00:02:38Z,2502.0,master,1,4,6,1
redd,2012-08-14T14:47:46.8Z,2502.0,expert,2,0,9,7
Geron,2015-07-28T17:11:38.55Z,2501.0,expert,2,0,2,0
Michael,2017-03-16T02:56:59.437Z,2501.0,expert,3,0,3,0
rc95401,2015-05-23T06:51:12.637Z,2500.0,expert,2,0,2,0
zhousheng,2017-03-24T02:27:07.1Z,2500.0,expert,3,0,3,0
Tianqi Chen,2012-02-22T11:39:56.43Z,2499.0,master,0,3,5,2
Gius,2015-07-17T23:24:14.35Z,2492.0,expert,1,0,2,1
Tobias Falke,2014-08-24T10:32:03.343Z,2489.0,expert,0,0,2,2
Zuka,2016-02-22T12:11:26.193Z,2487.0,expert,2,0,2,0
nptd,2016-05-15T00:04:37.06Z,2486.0,expert,2,0,2,0
Joe Hyland,2011-12-13T14:04:47.363Z,2483.0,expert,1,0,2,1
YcdoiT,2014-03-27T02:10:32.903Z,2482.0,master,1,1,2,0
piotrek,2011-04-06T16:06:31.473Z,2480.0,expert,1,0,2,1
Szymon Nakoneczny,2015-02-08T11:15:31.353Z,2479.0,expert,0,0,2,2
Christopher Hefele,2010-07-01T19:23:09Z,2478.0,grandmaster,2,5,11,4
huangduojia,2015-01-03T08:25:27.04Z,2477.0,master,0,1,3,2
Luis Tandalla,2011-11-18T03:46:03.28Z,2475.0,master,3,3,8,2
Issam Laradji,2012-10-26T18:30:09.907Z,2475.0,master,0,2,5,3
Thomas Jungblut,2012-02-10T09:40:00.92Z,2473.0,expert,2,0,2,0
Jordi Z,2014-12-21T21:53:27.097Z,2470.0,expert,1,0,3,2
Hongwei Zhang,2013-05-02T07:43:48.007Z,2461.0,expert,1,0,3,2
Matt Stroganov,2015-10-06T14:50:52.54Z,2459.0,expert,2,0,2,0
Narek,2017-02-18T18:04:46.1Z,2459.0,expert,0,0,2,2
corochann,2016-02-01T05:36:32.907Z,2448.0,expert,1,0,2,1
xeonariym,2012-09-07T21:34:31.157Z,2447.0,expert,1,0,2,1
LMeng,2014-12-17T06:25:35.06Z,2446.0,expert,3,0,4,1
spinach,2010-11-26T11:42:25Z,2445.0,expert,2,0,3,1
RFont,2015-07-26T12:47:28.943Z,2443.0,expert,1,0,3,2
jeremie_db,2015-08-08T15:33:03.083Z,2434.0,expert,2,0,3,1
Nerses Bagiyan,2017-03-01T09:49:50.753Z,2432.0,expert,1,0,3,2
SparkTsao,2013-12-21T09:44:28.993Z,2429.0,expert,3,0,4,1
Teebone Ding,2015-03-05T08:15:48.687Z,2429.0,expert,3,0,4,1
Charles Xin,2017-02-23T22:58:21.96Z,2427.0,expert,0,0,2,2
D3PO,2011-08-18T10:26:53.42Z,2426.0,master,4,1,6,1
Mobius,2014-08-07T03:10:54.913Z,2426.0,expert,0,0,2,2
Florian Hendrich,2014-08-10T15:37:19.78Z,2426.0,master,2,2,6,2
Avishay Livne,2013-04-21T01:18:33.967Z,2425.0,expert,0,0,2,2
Vivek Sharma,2010-12-25T18:28:54Z,2422.0,grandmaster,3,6,13,4
farmi,2014-02-16T16:12:57.07Z,2422.0,expert,2,0,2,0
Fail_greatly,2013-04-17T11:52:56.96Z,2421.0,expert,0,0,2,2
Timothy Rimnac,2017-04-26T01:14:34.823Z,2418.0,expert,2,0,2,0
Pierre Gutierrez,2013-06-06T10:49:55.837Z,2414.0,expert,1,0,5,4
Drew Abbot,2014-08-10T06:07:18.407Z,2410.0,master,2,1,6,3
Mikhail Pavlov,2014-08-27T10:26:37.343Z,2408.0,expert,0,1,2,1
JJJ,2011-04-09T11:51:48.207Z,2405.0,master,3,1,7,3
Muhammad Atif,2012-12-08T19:01:09.933Z,2405.0,expert,4,0,5,1
slimper,2012-05-17T22:04:14.203Z,2404.0,expert,1,0,3,2
Rule_Wgs,2014-10-01T18:02:10.137Z,2401.0,expert,0,1,2,1
MohamedShawky,2017-04-22T16:11:52.517Z,2400.0,expert,1,0,2,1
morpheushoc,2014-07-11T12:08:45.333Z,2397.0,expert,2,0,3,1
Evgeniy Molozhenko,2014-11-28T16:55:20.01Z,2395.0,expert,2,0,2,0
dte128,2015-11-20T00:30:23.733Z,2395.0,expert,1,0,3,2
Denis Timonin,2015-03-27T06:58:10.667Z,2393.0,expert,2,0,2,0
ps,2015-03-28T12:59:16.513Z,2393.0,expert,1,0,2,1
Dmitry Yarotsky,2012-11-15T20:46:37.5Z,2390.0,master,1,1,6,4
Nishad,2013-12-27T12:27:20.34Z,2390.0,expert,1,0,2,1
Edward Chen,2017-03-11T05:24:46.037Z,2390.0,expert,0,0,2,2
Ireko8,2016-08-09T15:11:04.06Z,2387.0,expert,2,0,2,0
Selfish Gene,2013-09-27T14:04:08.447Z,2386.0,master,3,1,8,4
Aleksey Kulikov,2013-01-31T09:49:56.213Z,2385.0,expert,1,0,2,1
id,2013-08-18T08:49:56.587Z,2385.0,expert,1,0,2,1
Ryan Keisler,2012-09-17T18:18:13.993Z,2381.0,master,2,3,8,3
Jason Noriega,2010-12-18T01:53:18Z,2376.0,master,6,1,9,2
Javier Tejedor Aguilera,2014-11-14T10:51:27.84Z,2376.0,master,2,1,6,3
eipiplus1,2015-03-19T08:20:57.527Z,2375.0,expert,1,0,3,2
David,2017-02-03T08:53:05.663Z,2370.0,expert,2,0,2,0
DSK,2015-05-04T21:09:28.293Z,2369.0,expert,1,0,2,1
Ivan Sorokin,2016-01-11T23:46:28.72Z,2369.0,expert,0,1,2,1
Tyler R Seekins,2015-12-04T21:39:03.133Z,2366.0,expert,1,0,3,2
Adi,2013-02-27T22:06:28.053Z,2365.0,expert,0,0,3,3
HAOYU-LI,2016-05-02T17:31:00.427Z,2362.0,expert,1,0,2,1
fangyan,2016-08-04T01:48:12.663Z,2362.0,expert,1,1,3,1
JSlocum,2014-07-11T21:42:10.05Z,2360.0,expert,0,0,2,2
RuiWang,2016-11-15T04:13:14.04Z,2359.0,expert,2,0,3,1
xavier illa,2015-05-29T09:46:02.843Z,2358.0,expert,2,0,4,2
Reza,2015-01-12T18:27:54.367Z,2356.0,expert,4,0,4,0
Yuze,2017-04-01T23:13:55.83Z,2355.0,expert,1,0,2,1
harlock1978,2014-07-31T17:20:24.307Z,2353.0,expert,0,0,2,2
gheeraej,2015-12-31T12:00:19.927Z,2353.0,expert,2,0,2,0
ZiweiMeng,2015-10-09T02:58:29.11Z,2350.0,expert,1,0,2,1
leexa,2015-12-29T09:24:27.327Z,2349.0,expert,1,0,3,2
jiujing2333,2017-01-02T10:29:52.29Z,2349.0,expert,1,0,2,1
DamienHennom,2015-09-27T13:20:25.167Z,2347.0,expert,1,0,2,1
Yan Wang,2016-11-07T09:01:58.033Z,2347.0,expert,0,0,2,2
Piotr Kuchta,2013-05-02T14:30:48.68Z,2346.0,expert,5,0,7,2
David Tran,2014-09-02T19:38:16.6Z,2345.0,expert,1,0,3,2
11245,2014-11-13T22:09:46.077Z,2344.0,expert,1,0,3,2
Carlos Fernandez-Basso,2014-12-09T23:04:36.46Z,2343.0,expert,3,0,4,1
Randombishop,2015-05-18T10:50:06.8Z,2342.0,master,0,1,3,2
Raymond,2017-09-18T00:25:04.13Z,2342.0,expert,2,0,2,0
arnaud demytt,2013-04-20T10:10:57.157Z,2337.0,expert,4,0,9,5
Jing,2013-07-30T06:36:21.28Z,2334.0,expert,3,0,3,0
jread,2014-04-03T15:08:45.34Z,2324.0,master,1,2,3,0
desertnaut,2012-01-30T18:35:37.3Z,2323.0,master,3,1,7,3
Victor Wang,2014-10-30T21:44:15.75Z,2323.0,expert,2,0,2,0
Hamel Husain,2012-04-28T17:11:21.287Z,2322.0,expert,0,0,2,2
TDeVries,2013-04-30T19:33:26.74Z,2321.0,expert,1,1,2,0
BUWASoft,2017-09-02T02:35:04.707Z,2321.0,expert,2,0,2,0
Reza Bonyadi,2016-03-23T23:05:23.77Z,2320.0,expert,1,0,2,1
databatman,2017-01-30T01:58:14.697Z,2315.0,expert,1,0,2,1
Derek Hao Hu,2011-12-07T06:30:54.997Z,2311.0,expert,1,0,2,1
masterLiu,2015-12-29T08:56:05.393Z,2311.0,expert,1,0,2,1
FlyingPearl,2018-01-30T22:31:40.733Z,2309.0,expert,2,0,2,0
Tudor Morosan,2012-03-19T19:27:56.443Z,2305.0,expert,2,0,2,0
Victor Robin,2014-12-20T23:07:21.087Z,2304.0,expert,1,1,2,0
Chris Lin,2015-03-03T09:27:16.787Z,2303.0,expert,3,0,3,0
Ace Wu,2015-04-08T10:47:28.477Z,2303.0,expert,3,0,3,0
SteveKane,2015-06-26T02:59:31.757Z,2303.0,expert,1,0,3,2
ChiakiChang,2016-05-06T10:55:49.45Z,2303.0,expert,3,0,3,0
leochou,2017-07-24T08:21:45.977Z,2303.0,expert,3,0,3,0
xkumiyu,2016-10-05T06:51:32.11Z,2301.0,expert,2,0,2,0
José H. Solórzano,2010-07-21T20:42:16Z,2300.0,grandmaster,4,5,16,7
Bryan Gregory,2013-05-12T05:31:18.317Z,2300.0,expert,2,2,4,0
Vikas Pandey,2016-04-14T18:12:52.283Z,2298.0,expert,1,0,2,1
mohitpmathur,2014-11-25T04:48:09.767Z,2297.0,expert,0,0,2,2
luoq,2012-02-20T16:26:09.143Z,2291.0,expert,4,0,9,5
sunland,2015-07-14T11:20:28.433Z,2291.0,expert,2,0,5,3
Smilence,2016-11-18T01:03:37.327Z,2291.0,expert,1,0,2,1
Sali Mali,2010-06-22T12:37:11Z,2288.0,grandmaster,5,6,14,3
Brian Law,2013-06-09T03:54:55.447Z,2286.0,expert,1,0,2,1
Bernard Ong,2015-10-08T23:29:32.343Z,2286.0,expert,0,0,2,2
Paul,2017-01-10T04:57:01.407Z,2286.0,expert,2,0,3,1
双鸭山研究僧,2017-10-31T12:04:26.747Z,2285.0,expert,1,0,2,1
Ikuya Yamada,2015-10-11T16:26:22.663Z,2283.0,expert,0,1,2,1
happiness,2017-04-25T10:46:38.993Z,2283.0,expert,1,0,2,1
setuc,2016-11-10T11:40:54.2Z,2281.0,expert,0,0,2,2
Alexey Kisel,2015-03-30T15:31:18.647Z,2280.0,expert,4,0,4,0
Feiteng,2013-06-30T09:22:59.627Z,2278.0,expert,0,0,2,2
Carter Sibley,2012-06-21T23:48:47.61Z,2277.0,master,4,2,12,6
Anton Nekhaev,2014-12-09T15:19:15.527Z,2273.0,expert,0,0,2,2
Seb,2016-02-17T12:17:48.583Z,2273.0,expert,1,0,2,1
Nicholas Guttenberg,2014-07-14T22:49:29.627Z,2270.0,master,1,1,5,3
hskksk,2014-03-27T01:02:44.09Z,2268.0,expert,1,0,2,1
Evgenii Konev,2015-01-19T15:06:12.137Z,2268.0,expert,3,0,3,0
J Kolb,2014-11-18T06:47:09.73Z,2265.0,expert,2,0,4,2
Saurabh Vyas,2017-02-20T18:35:12.85Z,2264.0,expert,0,0,2,2
jetou Xu,2017-07-18T01:09:54.717Z,2262.0,expert,0,0,2,2
AuroraXie,2012-07-04T13:21:29.9Z,2261.0,master,0,3,5,2
Andrey Gurevich,2017-04-15T12:21:40.64Z,2260.0,expert,2,0,2,0
Mr The Dave,2012-10-26T14:08:03.797Z,2259.0,expert,1,0,2,1
Yang Yang,2016-06-15T02:15:19.81Z,2258.0,expert,1,0,2,1
Maciej,2015-11-27T21:53:52.28Z,2257.0,expert,1,0,3,2
Jason Tigg,2011-03-18T09:49:01Z,2255.0,grandmaster,2,9,14,3
ZepplinRules,2014-10-09T00:16:28.777Z,2255.0,expert,1,0,2,1
Sudeep Juvekar,2012-10-25T18:19:12.263Z,2254.0,master,1,1,6,4
emya,2016-05-31T01:55:18.06Z,2254.0,expert,0,0,2,2
Fabian Rathke,2012-06-06T15:37:21.323Z,2253.0,expert,1,0,2,1
Gad Benram,2014-10-25T08:54:32.773Z,2248.0,expert,2,1,4,1
Leonid Kozinkin,2016-04-03T13:40:58.1Z,2246.0,expert,1,0,2,1
Hoa Nguyen,2017-08-20T07:44:41.36Z,2244.0,expert,0,0,2,2
ajugo,2015-10-25T11:23:10.297Z,2243.0,expert,1,0,2,1
Oleksandr Lysenko,2013-08-07T07:59:20.483Z,2236.0,expert,3,1,4,0
wh1te,2016-11-21T03:41:38.99Z,2236.0,expert,1,0,2,1
Anatoliy,2012-10-13T20:10:59.713Z,2234.0,expert,2,0,4,2
qmaruf,2014-06-11T04:56:08.193Z,2232.0,expert,3,0,5,2
mrjim,2013-08-06T15:37:40.45Z,2230.0,expert,2,0,2,0
Zhao W,2014-07-18T02:31:09.333Z,2230.0,expert,0,0,4,4
Ekin,2015-04-09T17:15:08.137Z,2227.0,expert,4,0,4,0
desk165,2016-05-19T09:53:17.277Z,2227.0,expert,0,1,2,1
Gilles Louppe,2010-07-27T22:47:48Z,2226.0,master,0,3,5,2
MHA,2017-07-24T07:33:51.517Z,2225.0,expert,1,0,2,1
Yimin Nie,2015-04-24T03:33:25.833Z,2223.0,expert,1,0,2,1
Axel de Romblay,2015-01-06T13:28:29.663Z,2216.0,expert,1,0,3,2
Mohamed Abbas,2012-04-06T21:28:57.513Z,2215.0,expert,2,0,2,0
Prakash,2012-04-03T10:36:32.13Z,2211.0,expert,4,0,9,5
Philipp Eulenberg,2014-08-09T15:23:46.297Z,2211.0,master,0,2,5,3
a9108,2012-02-23T03:28:17.043Z,2210.0,master,1,2,3,0
Ed Chow,2015-04-30T13:15:51.903Z,2210.0,expert,0,0,3,3
Icedragon,2015-10-10T09:39:07.517Z,2210.0,expert,1,0,2,1
yibo,2011-12-15T08:16:19.437Z,2208.0,expert,4,0,10,6
Ankasor,2017-01-19T15:59:53.313Z,2208.0,expert,1,0,2,1
alex,2013-03-17T18:55:26.833Z,2207.0,expert,2,0,2,0
Thuan P. Tran,2017-09-14T02:35:13.193Z,2207.0,expert,1,0,2,1
Nikita Putintsev,2014-04-29T06:16:18.307Z,2201.0,expert,1,0,2,1
Rodolphe Lampe,2015-06-21T08:46:42.253Z,2200.0,expert,2,1,3,0
Mateusz Jerzyk,2016-08-11T10:50:26.77Z,2199.0,expert,2,0,2,0
Vishnu,2015-06-08T18:34:39.38Z,2198.0,expert,2,0,2,0
quantify,2013-11-01T08:02:51.097Z,2191.0,master,0,2,3,1
Vikrant Kumar,2015-07-31T19:35:11.273Z,2191.0,expert,1,0,2,1
Pierre Sermanet,2013-11-28T13:20:20.197Z,2189.0,master,0,2,2,0
James Z,2016-02-24T22:03:14.987Z,2188.0,expert,2,0,2,0
Jeremiah_Riddle,2015-09-10T13:59:29.943Z,2184.0,expert,2,0,2,0
Nick Kridler,2011-04-05T01:44:35.317Z,2182.0,master,0,3,5,2
wittmaan,2014-09-04T06:47:35.747Z,2180.0,expert,2,0,2,0
Aaron van den Oord,2011-05-12T14:36:04.803Z,2179.0,master,0,1,3,2
Tavish,2012-06-17T08:50:07.3Z,2179.0,expert,2,0,7,5
StevenLee,2016-12-09T08:06:35.153Z,2177.0,expert,1,0,2,1
btaille,2015-12-06T22:49:06.35Z,2176.0,expert,2,0,2,0
Aayush Agrawal,2014-08-14T04:27:09.12Z,2175.0,expert,0,0,2,2
AlexYung,2016-05-27T05:16:04.287Z,2173.0,expert,0,0,2,2
xucheng,2017-06-19T08:06:35.543Z,2173.0,expert,0,0,2,2
Ala Eddine Ayadi,2017-03-23T16:39:21.957Z,2172.0,expert,2,0,2,0
ANADE AKPO Dadja Toussaint,2016-06-27T19:07:21.173Z,2171.0,expert,2,0,2,0
Duc-Kinh Le Tran,2012-04-04T16:48:48.97Z,2170.0,expert,2,0,4,2
donP,2017-09-06T19:01:16.953Z,2169.0,expert,2,0,2,0
mingtotti,2015-11-26T03:05:54.78Z,2168.0,expert,0,0,2,2
Wanggcong,2016-08-10T06:23:14.513Z,2168.0,expert,0,1,2,1
Alex Natekin,2011-06-27T13:34:00.233Z,2167.0,expert,1,0,3,2
Timothy Man,2013-06-07T13:17:14.647Z,2167.0,expert,2,0,2,0
djab,2013-07-01T18:08:21.517Z,2166.0,expert,1,0,3,2
SaeedAzarshab,2016-11-04T21:31:24.95Z,2166.0,expert,1,0,2,1
Vikas Kumar,2015-01-11T18:30:09.513Z,2163.0,expert,0,0,2,2
duncangao,2015-11-29T05:23:41.15Z,2160.0,expert,2,0,5,3
Rafa,2012-10-26T17:12:22.337Z,2157.0,expert,5,1,7,1
Claudia,2014-05-27T21:48:01.417Z,2157.0,expert,1,0,2,1
Pavel Gladkov,2015-03-18T08:08:48.207Z,2150.0,expert,0,0,2,2
Dario Solari,2011-06-07T16:45:00.737Z,2149.0,expert,1,0,6,5
ShenHuang,2016-02-02T23:29:02.977Z,2149.0,expert,3,0,3,0
Aurélien Massiot,2015-06-04T02:55:20.08Z,2148.0,expert,3,0,3,0
wuxz,2013-06-01T05:55:14.013Z,2145.0,expert,1,0,3,2
Jason Quick,2014-02-09T08:23:55.91Z,2145.0,expert,2,0,2,0
AlGiLa,2016-09-27T12:24:59.133Z,2145.0,expert,2,0,2,0
aj7210,2016-04-03T02:04:43.887Z,2144.0,expert,0,0,2,2
quang tieng,2014-06-12T00:30:00Z,2141.0,master,0,1,3,2
Min Chen,2014-06-18T03:18:43.473Z,2141.0,master,0,1,3,2
HansMaulwurf,2015-09-03T19:00:08.993Z,2141.0,expert,1,0,3,2
Sergii Golovko,2016-01-18T18:31:01.34Z,2141.0,expert,2,0,3,1
Goose,2015-05-09T04:42:32.687Z,2140.0,expert,1,1,2,0
Peter Giannakopoulos,2017-06-04T19:01:39.343Z,2140.0,expert,2,0,2,0
zero zero,2012-08-30T16:19:46.27Z,2139.0,expert,6,0,8,2
not_today,2016-06-20T01:11:05.917Z,2139.0,expert,2,0,2,0
djpittdj,2015-05-10T20:12:12.603Z,2138.0,master,0,1,3,2
Violete,2016-03-24T05:18:43.357Z,2138.0,expert,3,0,4,1
Datador,2011-11-03T11:28:22.197Z,2136.0,expert,3,0,3,0
eluk,2013-07-18T05:57:13.11Z,2135.0,expert,1,1,2,0
BartekP,2010-07-21T12:35:49Z,2131.0,expert,3,0,3,0
Oliver Day,2017-02-07T22:32:05.983Z,2129.0,expert,2,0,2,0
Lorenzo A. Rossi,2013-05-10T01:03:10.377Z,2128.0,expert,0,0,3,3
@AKS,2015-10-29T06:26:57.197Z,2128.0,expert,2,0,2,0
Darcy Gong,2013-12-05T04:58:53.64Z,2125.0,expert,1,0,4,3
Danlu Wang,2016-06-18T10:05:49.597Z,2124.0,expert,3,0,4,1
Scott H,2013-06-01T04:37:39.107Z,2123.0,master,0,1,2,1
Simon Denel,2016-06-07T13:19:12.21Z,2123.0,expert,0,0,2,2
Ildefons Magrans,2011-09-23T16:33:58.563Z,2121.0,master,1,3,6,2
Dmitry Andreev,2015-10-18T17:38:47.403Z,2120.0,expert,0,0,2,2
Dany,2015-10-12T14:38:23.157Z,2119.0,expert,0,0,2,2
v8trabantturbo,2015-09-10T23:22:38.23Z,2117.0,expert,2,0,3,1
Nikolay Bilev,2014-10-19T19:05:34.45Z,2115.0,expert,0,0,2,2
nickl,2013-11-20T22:59:09.28Z,2114.0,expert,2,0,3,1
tomcwalker,2016-12-07T11:27:17.397Z,2113.0,expert,1,0,2,1
Lars Ropeid Selsås,2013-07-25T03:24:57.817Z,2112.0,master,0,1,3,2
meron,2014-08-13T09:07:18.787Z,2110.0,expert,2,0,2,0
skyfish,2014-12-17T09:55:29.807Z,2109.0,expert,2,0,3,1
nguyentp,2016-01-13T02:04:44.737Z,2109.0,expert,0,0,2,2
Jason Karpeles,2010-06-02T01:45:02Z,2106.0,master,7,2,14,5
Zhenjie Zhang,2015-02-04T09:28:14.913Z,2104.0,expert,1,0,2,1
Wayne Zhang,2012-02-03T05:24:19.717Z,2101.0,grandmaster,2,5,13,6
Joyce,2016-01-15T21:30:37.56Z,2101.0,expert,1,1,3,1
Upul Bandara,2011-11-12T16:25:39.573Z,2098.0,expert,3,0,5,2
fromandto,2016-05-27T08:10:44.297Z,2098.0,expert,2,0,2,0
Isa K,2017-01-21T19:40:49.027Z,2097.0,expert,2,0,2,0
Romeo Cozac,2017-05-25T23:01:53.65Z,2094.0,expert,2,0,2,0
Zachary Kann,2014-12-29T05:26:23.653Z,2093.0,expert,2,0,3,1
Marko Jocic,2015-10-27T18:21:16.933Z,2092.0,expert,1,0,3,2
Stefan Huber,2016-01-16T17:20:35.1Z,2092.0,expert,3,0,4,1
jbilla,2014-12-29T15:53:45.75Z,2090.0,expert,2,0,2,0
HawkWang,2015-07-01T04:17:37.937Z,2089.0,expert,1,0,2,1
siero,2014-11-06T04:37:32.583Z,2088.0,expert,1,0,2,1
tinrtgu,2014-04-13T06:14:25.717Z,2087.0,expert,1,1,3,1
Tushar Tilwankar,2015-02-17T15:59:55.04Z,2083.0,expert,1,1,3,1
dott,2013-02-14T12:25:16.093Z,2082.0,master,1,1,3,1
laserwolf,2014-08-31T07:46:20.06Z,2082.0,expert,3,0,5,2
Fernando Perez Isbej,2011-11-17T18:06:28.783Z,2081.0,expert,2,0,2,0
Perroquet,2013-10-17T13:57:34.59Z,2079.0,master,2,1,6,3
mjspector,2016-03-15T17:50:18.467Z,2079.0,expert,0,0,2,2
lebowski,2011-11-10T19:46:09.903Z,2077.0,expert,0,0,3,3
learningdeep,2016-06-19T01:42:02.447Z,2069.0,expert,2,0,2,0
MTDzi,2015-04-23T09:25:14.397Z,2068.0,expert,1,0,3,2
tmain,2014-05-22T09:05:10.22Z,2067.0,expert,2,0,4,2
Teppei Kanayama,2017-10-21T05:20:52.013Z,2064.0,expert,1,0,2,1
RcCheah,2016-04-02T08:51:21.633Z,2062.0,expert,2,0,2,0
Misha E,2014-04-07T14:44:37.627Z,2060.0,expert,0,0,2,2
Alexandre Cadrin-Chênevert,2017-01-12T03:49:41.783Z,2060.0,expert,1,0,2,1
A.M.,2012-02-26T00:25:04.143Z,2059.0,expert,0,0,4,4
